age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
62,Other,Standard,23.97,60,Africa,Desktop,13.99,1,Crypto,1,0.39,Horror
34,Male,Basic,10.48,60,Europe,Desktop,8.99,1,Crypto,5,0.17,Romance
56,Male,Basic,5.08,60,South America,Tablet,8.99,1,Credit Card,4,0.08,Romance
51,Other,Premium,1.37,60,South America,Tablet,17.99,1,PayPal,4,0.02,Action
36,Female,Standard,12.08,60,Europe,Mobile,13.99,1,PayPal,2,0.2,Comedy
36,Other,Premium,2.98,60,South America,Mobile,17.99,1,Debit Card,4,0.05,Drama
28,Male,Standard,3.57,60,North America,Mobile,13.99,1,Crypto,4,0.06,Horror
28,Female,Standard,25.72,60,Europe,Tablet,13.99,0,Crypto,3,0.42,Comedy
59,Male,Basic,0.5,60,North America,Tablet,8.99,1,Credit Card,2,0.01,Sci-Fi
69,Male,Standard,3.46,60,North America,Desktop,13.99,1,Crypto,5,0.06,Action
60,Other,Standard,4.57,60,Oceania,TV,13.99,1,Gift Card,3,0.07,Romance
33,Male,Standard,14.5,60,North America,Desktop,13.99,0,PayPal,4,0.24,Action
34,Female,Basic,4.45,60,North America,Laptop,8.99,1,Gift Card,4,0.07,Action
47,Male,Premium,2.57,60,South America,TV,17.99,1,Gift Card,3,0.04,Action
53,Female,Premium,1.62,60,Africa,TV,17.99,1,Debit Card,3,0.03,Drama
19,Male,Premium,29.48,60,Africa,Laptop,17.99,0,Gift Card,3,0.48,Drama
46,Male,Standard,6.19,60,Europe,Laptop,13.99,1,Gift Card,3,0.1,Horror
36,Female,Premium,71.41,60,South America,Desktop,17.99,0,Debit Card,1,1.17,Action
46,Other,Standard,1.24,60,Europe,TV,13.99,1,Debit Card,5,0.02,Horror
46,Male,Basic,9.09,60,South America,Desktop,8.99,1,Gift Card,1,0.15,Action
36,Female,Premium,1.46,60,Europe,Desktop,17.99,1,Gift Card,5,0.02,Sci-Fi
34,Female,Basic,7.93,60,Asia,Desktop,8.99,1,Crypto,1,0.13,Action
18,Other,Premium,7.93,60,Oceania,Mobile,17.99,0,Debit Card,4,0.13,Documentary
39,Other,Premium,11.04,60,Europe,Tablet,17.99,1,Crypto,4,0.18,Horror
34,Male,Basic,1.82,60,North America,Mobile,8.99,1,Debit Card,1,0.03,Romance
19,Female,Standard,5.42,60,North America,TV,13.99,1,Credit Card,1,0.09,Comedy
49,Female,Standard,17.61,60,South America,Laptop,13.99,1,PayPal,1,0.29,Sci-Fi
27,Male,Premium,9.6,60,North America,Tablet,17.99,1,Credit Card,1,0.16,Romance
30,Female,Basic,0.36,60,Africa,Laptop,8.99,1,Debit Card,3,0.01,Drama
33,Other,Premium,1.97,60,Europe,Laptop,17.99,1,Debit Card,2,0.03,Sci-Fi
43,Male,Standard,16.44,60,Africa,Laptop,13.99,1,Gift Card,4,0.27,Drama
57,Female,Premium,4.39,60,North America,TV,17.99,1,Crypto,3,0.07,Horror
61,Other,Basic,30.44,60,Oceania,Tablet,8.99,0,Gift Card,2,0.5,Horror
38,Male,Basic,22.74,60,Asia,Desktop,8.99,1,Gift Card,3,0.37,Documentary
70,Female,Standard,8.27,60,Europe,Tablet,13.99,1,Gift Card,3,0.14,Comedy
41,Female,Premium,0.43,60,Europe,Laptop,17.99,1,Debit Card,3,0.01,Action
21,Female,Standard,25.32,60,Europe,Mobile,13.99,0,Crypto,4,0.42,Comedy
29,Female,Standard,1.12,60,Asia,Desktop,13.99,1,PayPal,5,0.02,Horror
39,Female,Standard,19.16,60,Africa,Tablet,13.99,0,Debit Card,5,0.31,Horror
65,Female,Standard,2.26,60,South America,Mobile,13.99,1,Credit Card,2,0.04,Horror
37,Other,Premium,11.15,60,Oceania,Desktop,17.99,0,PayPal,4,0.18,Documentary
49,Male,Basic,18.97,60,Oceania,Mobile,8.99,1,Gift Card,3,0.31,Action
50,Male,Standard,1.96,60,Oceania,Laptop,13.99,1,Crypto,2,0.03,Horror
34,Male,Basic,31.66,60,Africa,TV,8.99,0,Gift Card,5,0.52,Sci-Fi
58,Other,Standard,0.37,60,Europe,Tablet,13.99,1,Debit Card,5,0.01,Documentary
69,Male,Premium,7.95,59,North America,Mobile,17.99,1,Crypto,2,0.13,Documentary
28,Other,Standard,2.06,59,Asia,Mobile,13.99,1,Crypto,2,0.03,Romance
34,Other,Standard,12.44,59,Asia,TV,13.99,0,Credit Card,4,0.21,Drama
58,Other,Premium,15.12,59,Africa,Tablet,17.99,0,Debit Card,5,0.25,Action
22,Male,Basic,3.76,59,Europe,TV,8.99,1,PayPal,3,0.06,Documentary
34,Male,Basic,1.89,59,Asia,Tablet,8.99,1,Credit Card,5,0.03,Action
46,Female,Premium,23.02,59,Asia,Tablet,17.99,0,Crypto,2,0.38,Documentary
29,Male,Basic,10.93,59,Asia,Desktop,8.99,1,Crypto,3,0.18,Drama
57,Female,Premium,0.66,59,Oceania,Tablet,17.99,1,PayPal,5,0.01,Comedy
56,Male,Standard,5.83,59,Europe,Mobile,13.99,0,PayPal,5,0.1,Action
61,Other,Premium,19.93,59,North America,Laptop,17.99,1,Credit Card,1,0.33,Action
25,Female,Basic,23.19,59,North America,Desktop,8.99,0,Debit Card,5,0.39,Sci-Fi
21,Male,Basic,11.25,59,South America,Mobile,8.99,1,Debit Card,2,0.19,Action
50,Male,Basic,3.28,59,Africa,Tablet,8.99,1,Gift Card,3,0.05,Documentary
70,Other,Premium,13.11,59,Africa,Laptop,17.99,1,Gift Card,2,0.22,Drama
67,Other,Premium,8.28,59,South America,TV,17.99,1,Gift Card,3,0.14,Documentary
44,Female,Basic,0.65,59,Africa,TV,8.99,1,PayPal,4,0.01,Horror
18,Female,Premium,0.82,59,South America,Tablet,17.99,1,PayPal,3,0.01,Action
66,Other,Premium,0.27,59,North America,Tablet,17.99,1,Gift Card,2,0.0,Documentary
44,Other,Standard,1.46,59,North America,Tablet,13.99,1,PayPal,1,0.02,Documentary
42,Other,Premium,25.84,59,North America,Tablet,17.99,0,PayPal,3,0.43,Comedy
68,Female,Standard,3.06,59,Europe,Desktop,13.99,1,Gift Card,5,0.05,Documentary
49,Female,Premium,3.31,59,Europe,Laptop,17.99,1,PayPal,1,0.06,Sci-Fi
32,Male,Basic,8.25,59,Africa,TV,8.99,1,PayPal,4,0.14,Action
67,Male,Standard,23.1,59,Africa,Mobile,13.99,0,Credit Card,3,0.39,Sci-Fi
20,Other,Standard,5.46,59,South America,Mobile,13.99,1,Gift Card,2,0.09,Romance
45,Male,Basic,3.05,59,North America,Tablet,8.99,1,Credit Card,1,0.05,Action
32,Other,Standard,14.18,59,South America,Laptop,13.99,1,Debit Card,1,0.24,Comedy
46,Other,Standard,1.22,59,North America,Desktop,13.99,1,Debit Card,3,0.02,Horror
29,Male,Premium,1.61,59,North America,Desktop,17.99,1,Credit Card,2,0.03,Horror
18,Female,Premium,11.82,59,Africa,Laptop,17.99,1,Credit Card,2,0.2,Drama
55,Female,Premium,13.7,59,South America,Desktop,17.99,1,PayPal,3,0.23,Action
59,Male,Standard,17.33,59,Oceania,TV,13.99,0,Debit Card,5,0.29,Comedy
60,Male,Basic,4.37,59,North America,Laptop,8.99,1,Crypto,2,0.07,Sci-Fi
26,Other,Basic,0.75,59,North America,Tablet,8.99,1,Crypto,2,0.01,Horror
34,Other,Premium,22.76,59,North America,Laptop,17.99,0,Credit Card,3,0.38,Action
26,Female,Premium,2.99,59,Asia,TV,17.99,1,Debit Card,3,0.05,Action
20,Other,Standard,22.07,59,Oceania,Desktop,13.99,0,Debit Card,1,0.37,Comedy
30,Male,Premium,5.12,59,Europe,Mobile,17.99,1,PayPal,1,0.09,Action
57,Male,Standard,8.27,59,Europe,Desktop,13.99,0,Debit Card,4,0.14,Romance
23,Female,Premium,3.0,59,South America,Desktop,17.99,1,Crypto,5,0.05,Sci-Fi
35,Other,Premium,28.04,59,Oceania,Mobile,17.99,0,Crypto,2,0.47,Horror
51,Male,Premium,7.8,59,North America,Desktop,17.99,1,Debit Card,2,0.13,Romance
23,Other,Basic,1.04,59,South America,Tablet,8.99,1,Credit Card,4,0.02,Comedy
21,Male,Standard,0.19,59,North America,Mobile,13.99,1,Debit Card,3,0.0,Romance
42,Female,Standard,27.93,59,Asia,TV,13.99,0,Crypto,4,0.47,Horror
51,Other,Premium,4.52,59,North America,TV,17.99,1,Crypto,3,0.08,Comedy
26,Male,Standard,4.87,59,Oceania,Mobile,13.99,1,Credit Card,3,0.08,Action
22,Male,Premium,12.87,59,Europe,Tablet,17.99,1,Gift Card,4,0.21,Romance
57,Female,Premium,0.98,59,Africa,Laptop,17.99,1,Debit Card,2,0.02,Documentary
61,Female,Premium,55.13,59,Asia,Tablet,17.99,0,Debit Card,1,0.92,Horror
60,Female,Standard,0.76,59,North America,Desktop,13.99,1,Credit Card,2,0.01,Romance
41,Female,Premium,1.35,59,Asia,Laptop,17.99,1,PayPal,1,0.02,Horror
69,Female,Premium,50.94,59,North America,Desktop,17.99,0,Debit Card,4,0.85,Drama
54,Other,Basic,1.07,59,Europe,TV,8.99,1,Credit Card,1,0.02,Documentary
47,Male,Premium,19.68,59,South America,Desktop,17.99,1,Crypto,2,0.33,Horror
59,Male,Premium,8.39,59,Africa,Mobile,17.99,1,Debit Card,3,0.14,Horror
50,Male,Basic,2.05,59,North America,TV,8.99,1,Debit Card,5,0.03,Action
41,Other,Standard,2.14,59,North America,Desktop,13.99,1,Credit Card,1,0.04,Horror
20,Male,Basic,0.67,59,North America,TV,8.99,1,PayPal,4,0.01,Horror
35,Female,Standard,2.42,59,Europe,Laptop,13.99,1,PayPal,3,0.04,Drama
54,Other,Premium,19.95,59,Asia,Mobile,17.99,1,PayPal,1,0.33,Horror
22,Other,Premium,13.72,59,Asia,Desktop,17.99,1,Crypto,5,0.23,Drama
26,Male,Basic,2.04,59,South America,Laptop,8.99,1,Credit Card,5,0.03,Drama
24,Male,Basic,3.55,59,Asia,Laptop,8.99,1,PayPal,3,0.06,Drama
23,Female,Basic,6.86,59,Africa,Desktop,8.99,1,Gift Card,4,0.11,Action
54,Female,Premium,1.42,59,South America,Laptop,17.99,1,Credit Card,5,0.02,Documentary
29,Male,Standard,4.09,59,Europe,TV,13.99,1,Credit Card,2,0.07,Sci-Fi
54,Other,Premium,0.48,59,Asia,Desktop,17.99,1,Crypto,4,0.01,Romance
25,Male,Premium,23.81,59,South America,Laptop,17.99,0,Debit Card,3,0.4,Comedy
37,Other,Basic,55.15,59,North America,Mobile,8.99,0,Gift Card,4,0.92,Horror
39,Female,Standard,20.87,59,Europe,TV,13.99,0,Credit Card,1,0.35,Romance
28,Other,Premium,5.03,59,Oceania,TV,17.99,1,Crypto,1,0.08,Drama
58,Other,Basic,5.36,59,Oceania,TV,8.99,1,Crypto,1,0.09,Comedy
29,Male,Basic,24.18,59,Africa,Laptop,8.99,1,Credit Card,1,0.4,Documentary
60,Male,Premium,8.42,59,North America,Mobile,17.99,1,Debit Card,2,0.14,Sci-Fi
28,Female,Standard,0.61,59,Africa,Laptop,13.99,1,Gift Card,5,0.01,Romance
44,Male,Standard,2.28,59,Asia,Laptop,13.99,1,Crypto,2,0.04,Comedy
25,Male,Premium,12.73,59,Africa,TV,17.99,0,PayPal,5,0.21,Documentary
61,Female,Basic,17.59,58,North America,Laptop,8.99,1,Debit Card,2,0.3,Horror
64,Male,Premium,16.62,58,Asia,Tablet,17.99,0,Credit Card,5,0.28,Documentary
35,Other,Basic,0.87,58,North America,Tablet,8.99,1,Debit Card,5,0.01,Action
46,Other,Standard,16.42,58,Africa,Mobile,13.99,1,Debit Card,2,0.28,Comedy
24,Other,Premium,14.15,58,Europe,TV,17.99,1,PayPal,1,0.24,Romance
25,Other,Basic,6.38,58,Europe,Desktop,8.99,1,PayPal,3,0.11,Documentary
35,Male,Basic,32.1,58,Europe,Mobile,8.99,0,Gift Card,4,0.54,Comedy
18,Male,Premium,12.42,58,North America,Laptop,17.99,1,Debit Card,3,0.21,Horror
48,Male,Premium,19.56,58,Europe,Mobile,17.99,1,Credit Card,1,0.33,Action
42,Male,Standard,4.79,58,South America,TV,13.99,1,Credit Card,3,0.08,Sci-Fi
47,Male,Standard,3.92,58,Africa,Tablet,13.99,1,PayPal,5,0.07,Horror
40,Female,Standard,3.21,58,Europe,Desktop,13.99,1,PayPal,2,0.05,Action
41,Other,Premium,26.57,58,Europe,Desktop,17.99,0,Crypto,3,0.45,Comedy
32,Other,Premium,9.15,58,Europe,Tablet,17.99,1,Credit Card,2,0.16,Romance
65,Female,Standard,45.1,58,Africa,Tablet,13.99,0,Credit Card,3,0.76,Romance
47,Female,Basic,6.51,58,Asia,Laptop,8.99,1,Gift Card,5,0.11,Documentary
61,Female,Standard,5.84,58,North America,Desktop,13.99,0,PayPal,5,0.1,Horror
66,Male,Premium,5.73,58,Europe,Desktop,17.99,1,PayPal,1,0.1,Action
37,Other,Basic,10.37,58,South America,Tablet,8.99,1,Credit Card,1,0.18,Horror
68,Male,Standard,7.02,58,Oceania,Desktop,13.99,0,Debit Card,4,0.12,Romance
35,Other,Premium,2.43,58,Africa,TV,17.99,1,Credit Card,2,0.04,Action
33,Other,Basic,33.23,58,Oceania,TV,8.99,0,Debit Card,5,0.56,Romance
57,Male,Basic,4.76,58,Africa,Tablet,8.99,1,Credit Card,1,0.08,Action
24,Other,Standard,4.89,58,South America,Mobile,13.99,1,Debit Card,2,0.08,Action
22,Other,Basic,7.06,58,Asia,Mobile,8.99,1,Credit Card,3,0.12,Documentary
36,Male,Standard,1.36,58,North America,Desktop,13.99,1,Credit Card,5,0.02,Documentary
70,Female,Basic,7.47,58,North America,Desktop,8.99,1,Gift Card,2,0.13,Romance
65,Male,Standard,10.44,58,Oceania,Laptop,13.99,1,Gift Card,2,0.18,Documentary
24,Male,Premium,6.01,58,North America,Tablet,17.99,1,Debit Card,1,0.1,Romance
66,Female,Standard,0.06,58,Europe,Mobile,13.99,1,PayPal,2,0.0,Documentary
52,Male,Standard,17.26,58,North America,Mobile,13.99,1,Crypto,4,0.29,Comedy
30,Male,Standard,1.65,58,Europe,Mobile,13.99,1,Crypto,5,0.03,Horror
62,Other,Premium,3.8,58,Africa,Desktop,17.99,1,Debit Card,4,0.06,Comedy
47,Female,Standard,20.83,58,Asia,TV,13.99,0,Debit Card,3,0.35,Horror
50,Female,Premium,7.92,58,Asia,Desktop,17.99,1,Gift Card,4,0.13,Drama
70,Male,Basic,6.86,58,Europe,Tablet,8.99,1,PayPal,1,0.12,Action
24,Female,Standard,30.63,58,Oceania,Mobile,13.99,0,Debit Card,4,0.52,Sci-Fi
67,Female,Standard,1.63,58,North America,Mobile,13.99,1,Gift Card,3,0.03,Documentary
44,Female,Standard,3.08,58,Asia,TV,13.99,1,PayPal,1,0.05,Romance
55,Other,Premium,18.87,58,Asia,Laptop,17.99,1,Gift Card,2,0.32,Comedy
32,Male,Standard,27.72,58,North America,Laptop,13.99,0,PayPal,3,0.47,Action
56,Male,Basic,3.29,58,Europe,Mobile,8.99,1,Debit Card,1,0.06,Action
57,Female,Basic,0.95,58,Asia,TV,8.99,1,Credit Card,5,0.02,Comedy
56,Female,Basic,2.86,58,Asia,TV,8.99,1,Crypto,3,0.05,Romance
56,Male,Premium,8.36,58,North America,Mobile,17.99,1,Gift Card,2,0.14,Horror
46,Male,Premium,4.67,58,Asia,TV,17.99,1,PayPal,1,0.08,Documentary
67,Male,Premium,18.54,58,Africa,Laptop,17.99,0,PayPal,5,0.31,Comedy
33,Male,Standard,8.27,58,Africa,Mobile,13.99,1,Gift Card,4,0.14,Romance
25,Female,Basic,0.17,58,Africa,Tablet,8.99,1,PayPal,4,0.0,Documentary
36,Male,Premium,6.59,58,South America,Mobile,17.99,1,Gift Card,5,0.11,Sci-Fi
51,Other,Basic,6.7,58,Oceania,Tablet,8.99,1,Gift Card,4,0.11,Horror
40,Other,Premium,4.13,58,North America,Desktop,17.99,1,Crypto,3,0.07,Action
21,Male,Basic,11.16,58,South America,Tablet,8.99,1,Crypto,3,0.19,Romance
69,Female,Standard,3.47,58,South America,Laptop,13.99,1,Gift Card,3,0.06,Comedy
46,Female,Basic,5.62,58,Europe,Mobile,8.99,1,PayPal,4,0.1,Documentary
40,Female,Premium,0.17,58,South America,Desktop,17.99,1,Gift Card,5,0.0,Horror
22,Female,Premium,15.39,58,Africa,Desktop,17.99,1,Credit Card,2,0.26,Sci-Fi
58,Male,Premium,2.83,58,North America,TV,17.99,1,Gift Card,4,0.05,Romance
64,Female,Basic,3.98,58,Oceania,Laptop,8.99,1,PayPal,5,0.07,Sci-Fi
22,Other,Standard,2.12,58,Europe,Mobile,13.99,1,Gift Card,1,0.04,Action
59,Male,Standard,25.89,58,North America,Desktop,13.99,0,Debit Card,1,0.44,Documentary
66,Other,Standard,20.65,58,North America,Desktop,13.99,0,PayPal,4,0.35,Documentary
27,Female,Basic,35.36,58,Asia,Desktop,8.99,0,PayPal,4,0.6,Drama
54,Male,Premium,12.02,58,Europe,Tablet,17.99,1,Debit Card,3,0.2,Documentary
52,Other,Basic,8.45,58,Oceania,TV,8.99,1,PayPal,3,0.14,Documentary
31,Other,Standard,0.68,58,South America,TV,13.99,1,Gift Card,5,0.01,Drama
34,Female,Standard,0.32,58,Asia,Mobile,13.99,1,Gift Card,1,0.01,Comedy
44,Other,Basic,1.4,58,Asia,TV,8.99,1,Debit Card,5,0.02,Drama
40,Female,Basic,15.45,58,North America,Laptop,8.99,1,PayPal,2,0.26,Comedy
65,Male,Premium,6.14,58,Asia,Desktop,17.99,0,Debit Card,4,0.1,Comedy
23,Male,Standard,0.29,58,Europe,Desktop,13.99,1,Gift Card,2,0.0,Documentary
18,Male,Basic,32.68,58,Africa,TV,8.99,0,Gift Card,5,0.55,Romance
20,Male,Basic,8.0,58,Oceania,Tablet,8.99,1,Gift Card,4,0.14,Documentary
19,Female,Standard,35.54,58,Europe,TV,13.99,0,Debit Card,5,0.6,Documentary
66,Other,Premium,92.07,58,North America,Mobile,17.99,0,PayPal,3,1.56,Comedy
36,Other,Premium,12.74,58,Asia,Desktop,17.99,1,Crypto,2,0.22,Drama
68,Male,Standard,24.08,58,South America,Laptop,13.99,0,Gift Card,2,0.41,Comedy
51,Other,Basic,0.3,58,Asia,TV,8.99,1,Crypto,2,0.01,Horror
29,Female,Standard,7.46,58,Asia,Tablet,13.99,0,Credit Card,5,0.13,Drama
58,Other,Premium,1.05,58,South America,Laptop,17.99,1,Crypto,1,0.02,Comedy
47,Male,Premium,2.11,58,Oceania,Tablet,17.99,1,Gift Card,2,0.04,Horror
19,Female,Standard,10.38,58,Europe,Laptop,13.99,0,PayPal,5,0.18,Documentary
38,Male,Premium,2.24,58,Africa,Laptop,17.99,1,Debit Card,4,0.04,Documentary
37,Other,Basic,7.26,57,Oceania,TV,8.99,1,Gift Card,4,0.13,Horror
41,Male,Premium,8.26,57,North America,Mobile,17.99,1,Crypto,4,0.14,Documentary
21,Other,Basic,19.21,57,Asia,Laptop,8.99,1,Gift Card,4,0.33,Documentary
45,Male,Premium,17.85,57,Europe,Desktop,17.99,1,Crypto,3,0.31,Sci-Fi
35,Other,Premium,3.63,57,Europe,Laptop,17.99,1,Credit Card,5,0.06,Sci-Fi
63,Other,Standard,3.8,57,North America,TV,13.99,1,Crypto,3,0.07,Action
46,Other,Premium,13.15,57,Oceania,Tablet,17.99,1,Crypto,5,0.23,Action
68,Female,Basic,1.91,57,Africa,Desktop,8.99,1,Debit Card,3,0.03,Sci-Fi
49,Male,Basic,9.67,57,Europe,Mobile,8.99,1,Credit Card,1,0.17,Horror
48,Female,Standard,17.03,57,Europe,TV,13.99,0,Debit Card,5,0.29,Action
45,Female,Basic,15.8,57,Oceania,Mobile,8.99,1,Credit Card,1,0.27,Documentary
69,Other,Premium,20.85,57,North America,Laptop,17.99,0,Gift Card,4,0.36,Drama
55,Male,Standard,13.16,57,Africa,Mobile,13.99,1,Crypto,5,0.23,Sci-Fi
41,Other,Basic,5.65,57,Africa,Tablet,8.99,1,Debit Card,5,0.1,Comedy
31,Male,Basic,7.69,57,Africa,Desktop,8.99,1,Debit Card,2,0.13,Comedy
70,Other,Premium,7.97,57,Europe,Laptop,17.99,1,Gift Card,5,0.14,Drama
34,Male,Basic,0.35,57,Asia,TV,8.99,1,Gift Card,1,0.01,Comedy
33,Male,Premium,9.68,57,Asia,Laptop,17.99,1,Gift Card,1,0.17,Documentary
40,Female,Standard,7.66,57,Asia,Desktop,13.99,1,Crypto,1,0.13,Action
70,Male,Standard,13.92,57,North America,Laptop,13.99,1,Crypto,1,0.24,Action
25,Male,Basic,22.21,57,South America,TV,8.99,1,Debit Card,3,0.38,Horror
27,Other,Basic,0.14,57,North America,Laptop,8.99,1,Debit Card,5,0.0,Drama
57,Male,Basic,3.31,57,Europe,Mobile,8.99,1,Gift Card,2,0.06,Drama
41,Female,Basic,11.55,57,Asia,Tablet,8.99,1,Crypto,1,0.2,Sci-Fi
42,Other,Standard,14.09,57,Africa,Mobile,13.99,0,Debit Card,4,0.24,Action
43,Male,Premium,11.97,57,Asia,Tablet,17.99,1,Debit Card,2,0.21,Drama
24,Male,Premium,0.58,57,Europe,Tablet,17.99,1,PayPal,3,0.01,Sci-Fi
59,Other,Basic,1.36,57,North America,Tablet,8.99,1,Gift Card,1,0.02,Sci-Fi
34,Other,Standard,7.32,57,Europe,Tablet,13.99,1,Crypto,1,0.13,Sci-Fi
34,Female,Standard,1.28,57,Africa,Tablet,13.99,1,Crypto,4,0.02,Romance
52,Female,Standard,31.15,57,Europe,TV,13.99,0,PayPal,5,0.54,Horror
49,Female,Basic,4.49,57,South America,Tablet,8.99,1,Crypto,5,0.08,Documentary
19,Female,Standard,8.62,57,Asia,Laptop,13.99,1,PayPal,3,0.15,Action
69,Other,Premium,3.05,57,Europe,TV,17.99,1,PayPal,4,0.05,Comedy
35,Female,Basic,11.85,57,North America,TV,8.99,1,Gift Card,3,0.2,Documentary
54,Other,Standard,8.55,57,Oceania,Mobile,13.99,1,PayPal,1,0.15,Horror
45,Other,Premium,3.2,57,Oceania,TV,17.99,1,Credit Card,1,0.06,Sci-Fi
25,Other,Premium,12.4,57,Asia,Mobile,17.99,1,Gift Card,5,0.21,Action
22,Female,Basic,5.59,57,South America,Desktop,8.99,1,Gift Card,3,0.1,Action
66,Other,Standard,1.42,57,Europe,Laptop,13.99,1,Gift Card,3,0.02,Drama
47,Male,Basic,19.26,57,Europe,TV,8.99,1,PayPal,2,0.33,Action
27,Male,Standard,20.21,57,Oceania,Tablet,13.99,0,Crypto,2,0.35,Horror
70,Female,Standard,3.06,57,North America,TV,13.99,1,Credit Card,4,0.05,Comedy
26,Male,Premium,3.24,57,Europe,Tablet,17.99,1,PayPal,3,0.06,Sci-Fi
58,Female,Premium,30.44,57,Europe,Tablet,17.99,0,Crypto,3,0.52,Documentary
63,Male,Premium,7.82,57,South America,TV,17.99,0,Debit Card,5,0.13,Romance
21,Male,Basic,0.92,57,Africa,Laptop,8.99,1,Crypto,2,0.02,Action
63,Other,Premium,3.39,57,South America,Mobile,17.99,1,PayPal,4,0.06,Sci-Fi
36,Male,Standard,4.34,57,South America,Laptop,13.99,1,Debit Card,3,0.07,Romance
53,Male,Standard,16.06,57,North America,Tablet,13.99,1,Gift Card,4,0.28,Action
36,Other,Standard,23.37,57,Africa,TV,13.99,0,Credit Card,5,0.4,Comedy
63,Other,Standard,11.42,57,Europe,Desktop,13.99,1,Credit Card,1,0.2,Horror
27,Male,Basic,31.0,57,South America,TV,8.99,0,Crypto,5,0.53,Romance
37,Other,Premium,5.97,57,Oceania,Desktop,17.99,0,Credit Card,5,0.1,Action
50,Other,Basic,6.36,57,Europe,Mobile,8.99,1,Debit Card,5,0.11,Documentary
38,Other,Premium,8.93,57,South America,Mobile,17.99,0,Debit Card,4,0.15,Drama
31,Male,Standard,54.98,57,Africa,Desktop,13.99,0,Gift Card,4,0.95,Horror
39,Female,Basic,10.64,57,Oceania,Laptop,8.99,1,Debit Card,1,0.18,Action
18,Female,Standard,9.77,57,Africa,Desktop,13.99,1,Crypto,2,0.17,Sci-Fi
31,Male,Basic,7.69,57,Europe,Desktop,8.99,1,Gift Card,5,0.13,Documentary
24,Other,Standard,21.53,57,North America,Tablet,13.99,0,Crypto,3,0.37,Drama
54,Other,Standard,25.32,57,Asia,Mobile,13.99,0,Credit Card,3,0.44,Drama
44,Male,Basic,4.99,57,Europe,Laptop,8.99,1,Credit Card,3,0.09,Drama
35,Female,Standard,2.19,57,Oceania,Tablet,13.99,1,Gift Card,2,0.04,Comedy
64,Male,Premium,2.66,57,North America,Desktop,17.99,1,Credit Card,2,0.05,Romance
65,Female,Standard,13.88,57,Oceania,Laptop,13.99,1,Crypto,5,0.24,Comedy
20,Male,Premium,8.24,57,Africa,TV,17.99,1,Gift Card,5,0.14,Documentary
18,Other,Premium,46.06,57,Asia,Tablet,17.99,0,Crypto,4,0.79,Comedy
63,Other,Premium,20.27,57,South America,Mobile,17.99,0,PayPal,4,0.35,Documentary
66,Other,Premium,1.85,57,South America,Tablet,17.99,1,Debit Card,3,0.03,Action
33,Other,Premium,27.1,57,Africa,Desktop,17.99,0,Gift Card,4,0.47,Drama
44,Male,Standard,8.03,57,South America,TV,13.99,1,Crypto,5,0.14,Horror
